# LAMMPS data file written by OVITO Basic 3.0.0-dev806
270 atoms
2 atom types
0.0 7.82191926 xlo xhi
0.0 7.82191926 ylo yhi
0.0 7.82191926 zlo zhi

Atoms  # atomic

1 1 2.65939686 6.57191946 1.78623061
2 1 6.3018817 6.13985714 6.92926979
3 1 5.37271818 0.06083279 4.5431309
4 1 0.28178628 4.95932873 1.48648857
5 1 0.27315824 3.64287524 5.34604387
6 1 6.31641678 5.43302768 1.82304479
7 1 6.98688659 4.03165685 1.42279577
8 1 4.14113055 4.10896878 6.0028721
9 1 7.49684874 0.73993236 3.31466625
10 1 3.95597955 7.04963778 3.75778502
11 1 2.96516108 3.27440128 4.06473011
12 1 1.64187662 6.94602583 4.7051532
13 1 5.16697394 5.95464465 2.74839246
14 1 6.89652606 3.31928361 4.6902673
15 1 5.86114667 3.84841189 0.36502097
16 1 1.05933598 4.36391289 0.83160706
17 1 7.22467247 0.49544608 6.92878311
18 1 1.99759342 7.39407928 1.14155131
19 1 5.12564096 7.38882554 1.53560662
20 1 4.98418155 3.86265373 7.25647154
21 1 1.29126285 2.63460294 5.60184582
22 1 2.97718571 0.57770107 3.11348054
23 1 7.71237054 4.76674972 4.22778741
24 1 0.71487125 2.85714084 5.00363717
25 1 2.92610052 6.59604078 0.00320182
26 1 4.53541215 0.06658307 7.3922926
27 1 7.74801824 0.41704448 1.26274084
28 1 3.70356433 3.32733972 6.69320427
29 1 0.75314163 4.62980316 5.8602642
30 1 3.64850538 1.20669132 6.86021194
31 1 0.33727474 7.46082849 0.53188863
32 1 7.59599321 5.76974597 3.55062469
33 1 4.34136668 4.50814729 0.00574426
34 1 2.69871764 2.47895144 5.37439497
35 1 3.58505358 2.03025306 3.33802
36 1 6.28546733 6.05069398 0.32684453
37 1 0.29859316 0.47515899 2.47341938
38 1 5.08875263 5.99814805 7.36769055
39 1 0.92473006 3.95117454 4.75611378
40 1 7.52058983 5.12122009 1.62931525
41 1 6.42003054 2.77986724 0.1230129
42 1 5.98032518 1.76226496 2.47040349
43 1 3.73588505 4.92834556 0.73505774
44 1 5.04723287 1.37505023 4.59376797
45 1 2.60099786 3.68445171 1.24535413
46 1 6.18953125 1.6763662 1.27172135
47 1 3.88110203 7.26340348 2.22743747
48 1 0.63119588 6.33778149 6.16792578
49 1 2.69737736 0.67321476 1.66181642
50 1 3.87356358 6.50731768 4.68076695
51 1 3.31243083 0.54367157 4.04573552
52 1 6.49161025 6.93457743 7.28591716
53 1 5.4708131 5.95559212 5.76218179
54 1 3.58410572 3.53127201 0.42693803
55 1 1.8780037 3.10530727 2.54328414
56 1 7.23814666 2.89596658 0.012887
57 1 7.60642757 6.48697107 4.14906777
58 1 6.57638617 0.74802547 1.05309769
59 1 3.0338412 3.63269876 7.58866102
60 1 3.61851582 2.8657164 5.46329006
61 1 0.06621747 3.17987683 1.25407517
62 1 6.77840757 5.67438943 6.01972325
63 1 0.3834128 7.28716968 6.68803468
64 1 5.19224226 6.97560058 3.43336169
65 1 4.47836728 0.17226221 4.13086687
66 1 0.54536189 5.53679021 0.61464884
67 1 7.06711117 1.19019364 2.51294824
68 1 4.21676163 1.91888309 5.74695877
69 1 2.60187712 0.57483159 6.90379771
70 1 7.49670005 6.25080199 4.97138074
71 1 3.22617977 1.78882358 2.04635331
72 1 1.09602062 7.20421721 6.42506653
73 1 5.24339565 2.72264896 5.21358014
74 1 2.82126436 6.13088782 3.4241312
75 1 2.13402607 6.33581749 6.22746107
76 1 4.89868062 2.45520346 1.74311072
77 1 1.93607356 0.14386082 6.13036172
78 1 7.5091333 2.21592978 3.10699594
79 1 2.2664428 5.11826888 6.18721307
80 1 5.68393006 2.69318074 7.4771652
81 1 3.92493411 6.89300729 0.69356418
82 1 2.97348618 1.78805906 0.49200514
83 1 6.44839587 7.58952855 3.48413948
84 1 7.36385601 6.33146662 1.08695197
85 1 4.91994685 6.05910583 1.37490857
86 1 0.65617572 1.81108171 5.70120453
87 1 3.36010902 1.03568625 1.20988274
88 1 0.55545967 6.74801386 3.54531588
89 1 1.86976284 5.89683996 0.82835549
90 1 4.51270997 2.83929412 6.16081182
91 1 4.80973718 3.56891226 5.36727319
92 1 5.08237096 4.95820183 0.80481135
93 1 1.74058158 1.18636442 5.93061735
94 1 4.33414588 3.9464591 4.24613364
95 1 1.66349492 4.24171621 5.39159881
96 1 2.78900473 7.18399364 6.58211651
97 1 2.92119806 6.04022411 1.5196905
98 1 4.0381729 0.35802168 2.52280995
99 1 5.37630492 7.52326595 6.09670681
100 1 2.6344361 5.43796394 2.82595117
101 1 6.81371055 7.20308867 0.65229808
102 1 5.97287363 0.50397658 1.56973921
103 1 7.76135383 4.84466933 2.78368801
104 1 6.29220387 4.97182159 6.9015694
105 1 5.28621651 6.97930856 0.17749014
106 1 2.16663323 7.38959208 0.24242271
107 1 1.96902026 0.11339123 2.22469346
108 1 7.20862963 7.01258254 6.39298234
109 1 2.03814749 3.05965502 0.99385908
110 1 1.7065452 5.72565123 7.49883027
111 1 2.49065225 0.32402739 0.97561399
112 1 0.6873499 0.28822294 5.96907671
113 1 3.14268173 4.71993623 5.23097804
114 1 1.85457964 4.28510815 7.44375035
115 1 0.99971536 4.8068139 7.69942253
116 1 7.30867902 2.37467743 0.7112328
117 1 5.08459215 4.60748472 1.92616631
118 1 2.27660433 3.49955272 6.76195628
119 1 3.43319539 7.81407575 0.49271716
120 1 1.40470923 4.81406779 6.44850428
121 1 5.00964878 4.52893545 5.74549169
122 1 3.85445753 5.6814545 2.03970311
123 1 0.74347796 5.22671564 4.93914028
124 1 4.1891727 6.1239418 0.94529287
125 1 2.00030825 5.98050947 2.70955648
126 1 1.3588235 0.52175455 1.09866756
127 1 1.67679281 1.66876424 7.07882097
128 1 4.160664 2.6179733 2.54150403
129 1 6.13294764 6.69822797 6.24029997
130 1 1.435794 5.8305298 5.97830455
131 1 3.27209241 2.07682727 4.65097162
132 1 7.40304664 3.73615733 5.6905068
133 1 4.43775674 2.66483966 7.81916978
134 1 6.30017113 2.13633714 3.94345947
135 1 1.7728265 3.6145031 4.46087419
136 1 1.90363121 3.36668514 3.20226457
137 1 0.39661581 7.1710651 5.0025227
138 1 2.91436366 1.52584533 4.64764746
139 1 0.60100241 7.46022894 3.15527196
140 1 2.84761062 6.32754213 5.00644281
141 1 5.74911621 2.30673616 1.05478792
142 1 2.2406673 3.23334802 0.04797598
143 1 1.14847434 0.65997319 3.75963287
