# LAMMPS data file written by OVITO Basic 3.0.0-dev806
108 atoms
2 atom types
0.0 6.9 xlo xhi
0.0 6.9 ylo yhi
0.0 6.9 zlo zhi

Atoms  # atomic

1 1 1.28472673 1.29056869 2.80126642
2 1 1.82380034 3.78374858 5.64079457
3 1 5.9674138 6.55616237 0.69038157
4 1 5.46459776 3.18149099 3.32048355
5 1 3.70783554 2.67627782 6.76551583
6 1 5.57508774 5.62898771 2.04750759
7 1 0.88936653 3.63220934 3.78517481
8 1 3.8823313 6.28847059 1.84495415
9 1 1.45790466 4.54910238 2.46874389
10 1 2.23921877 5.12194114 3.80569914
11 1 2.27032459 3.83298664 3.4448555
12 1 4.98628017 2.50074568 1.06555244
13 1 4.98383226 3.01515972 6.51388449
14 1 0.25566115 5.68281316 5.60424631
15 1 6.06608056 2.90973055 0.58219164
16 1 3.69174516 4.95141185 0.77244141
17 1 1.08871415 1.07537349 6.1399463
18 1 4.39987677 3.67970728 4.22333461
19 1 6.83141759 6.70432393 6.45396627
20 1 6.64978647 3.16931442 5.98377308
21 1 1.68437363 4.27678305 0.14292184
22 1 2.70619056 3.98355513 5.14465546
23 1 2.43265993 1.4949854 5.03947834
24 1 4.13859626 3.57174746 2.86496998
25 1 2.29550221 6.4109133 1.86433432
26 1 3.49360069 0.37276484 4.14807659
27 1 4.81970886 4.31855316 1.01745192
28 1 4.29242148 6.08583961 3.1156959
29 1 1.60519302 5.80688454 6.03109742
30 1 3.94688632 6.51616901 6.69675353
31 1 5.20822481 3.20803991 1.77776175
32 1 1.26182315 2.31325377 5.40508726
33 1 2.75903917 6.01855653 3.48243366
34 1 1.69253902 2.09223642 2.01809744
35 1 4.52674472 5.55747073 5.37014407
36 1 0.74260291 5.48409157 4.52755175
37 1 3.75327694 2.27237479 5.37780839
38 1 3.89910699 6.75570134 5.61840449
39 1 4.28944896 2.3961679 2.41354341
40 1 3.670735 4.9716906 4.40670763
41 1 4.51852365 4.16038295 2.09531824
42 1 2.93903672 3.82248291 0.12561574
43 1 1.53281941 0.38153778 5.6474706
44 1 2.39552654 2.26476216 6.15041353
45 1 6.47339915 1.06884602 0.63096581
46 1 6.16760302 5.31807398 3.38959975
47 1 0.95859906 3.12951577 1.20206528
48 1 1.78254455 6.56450578 2.89290614
49 1 0.87623197 5.86655084 2.9365837
50 1 4.95563658 4.89353299 3.5246433
51 1 2.19865416 5.33824096 5.05590945
52 1 3.27434718 6.18832627 4.89375414
53 1 0.77818186 4.14709858 4.82570696
54 1 4.05296651 0.86516161 0.8597607
55 2 0.63681535 6.2462141 1.04186522
56 2 5.40697296 0.95300282 2.16490219
57 2 0.67760981 0.81878181 2.13760447
58 2 2.48886898 2.4303071 2.59857899
59 2 3.25191701 1.01797874 2.64189919
60 2 6.53676358 1.7385131 2.32972718
61 2 2.62748005 2.85820025 3.82220498
62 2 3.58724859 4.32514411 2.43576707
63 2 0.1044907 4.20020981 1.74328838
64 2 0.79627166 6.83947541 4.73889799
65 2 4.39777034 0.52372256 4.51029982
66 2 5.49073365 6.74657733 4.0922618
67 2 1.38211106 2.33098167 4.34586978
68 2 4.66178801 1.80382898 4.06864434
69 2 0.01771133 2.40686297 3.67880062
70 2 1.19895835 4.56449076 3.97692167
71 2 4.74124461 3.91613309 6.13592091
72 2 5.93452426 4.41724925 5.41984202
73 2 2.38526024 0.52345394 0.35758091
74 2 4.05597566 0.85722364 5.9354263
75 2 5.90865458 6.75616881 5.9670826
76 2 2.48000462 3.21575363 1.22828066
77 2 3.80449709 2.51807282 0.82319215
78 2 0.49397459 1.59330971 6.64929167
79 2 2.26582752 6.13127873 6.82544902
80 2 5.31226819 4.97645229 0.48268957
81 2 0.18266805 4.68414814 6.36745331
82 2 0.9776354 0.69230439 0.68974622
83 2 3.29620928 1.26330534 1.13547428
84 2 5.50997692 0.52456077 0.90345136
85 2 1.29060933 2.69661087 0.38809022
86 2 2.34680944 4.42724051 1.92746394
87 2 6.38953655 2.94820226 1.56447412
88 2 6.65999364 5.19128531 0.71639195
89 2 1.81565855 5.71753789 1.18288418
90 2 4.22820574 5.84405664 0.63685882
91 2 1.50610219 0.91569141 4.10685785
92 2 2.42548165 0.15807824 3.38583214
93 2 4.46511392 1.5254796 2.87957735
94 2 6.89464829 4.56434517 3.11736604
95 2 3.93076316 2.82593399 4.53994097
96 2 6.19023502 3.74818391 3.83044785
97 2 0.32562508 6.47699295 2.44155845
98 2 4.01335436 5.10710414 3.4490834
99 2 5.82933797 6.43499637 2.59161268
100 2 6.24581659 1.76486799 4.68999631
101 2 2.68748797 1.22283911 6.16125723
102 2 5.26494598 0.95154588 6.51499249
103 2 1.16106976 3.74744361 6.40110992
104 2 3.38323822 4.32141087 5.83299925
105 2 6.14478527 2.04557345 5.97765513
106 2 6.5138938 0.48823427 4.79726385
107 2 2.97538046 5.68607362 5.6181102
108 2 5.45068136 5.68573172 5.11112435
